customer_id,join_date,region,preferred_store_id,acquisition_channel
C01514,2024-05-26,,ST10,Walk-in
C01515,2021-08-31,Barishal,ST11,Referral
C01516,2018-02-25,Khulna,ST02,Social Media
C01517,2018-09-28,Dhaka,ST06,Referral
C01518,2021-07-19,Khulna,ST15,Online
C01519,2022-06-30,,ST02,Referral
C01520,2018-03-30,Khulna,ST08,Online
C01521,2019-01-05,Dhaka,ST03,Walk-in
C01522,2023-08-19,Dhaka,ST18,Walk-in
C01523,2024-01-04,Barishal,ST12,Online
C01524,2018-03-29,Dhaka,ST13,Online
C01525,2022-01-22,Chattogram,ST14,Referral
C01526,2018-08-25,Chattogram,ST05,Walk-in
C01527,2023-10-14,Dhaka,ST01,Walk-in
C01528,2024-09-01,Dhaka,ST08,Walk-in
C01529,2024-12-13,Barishal,ST04,Referral
C01530,2022-10-13,Khulna,ST07,Walk-in
C01531,2023-01-11,Khulna,ST07,Referral
C01532,2025-05-29,Dhaka,ST16,Walk-in
C01533,2022-11-24,Dhaka,ST07,Walk-in
C01534,2021-07-27,Chattogram,ST04,Referral
C01535,2024-01-13,,ST20,Walk-in
C01536,2022-09-22,Dhaka,ST01,Referral
C01537,2024-09-25,Rajshahi,ST05,Walk-in
C01538,2022-03-13,,ST07,Online
C01539,2024-12-12,Chattogram,ST02,Online
C01540,2018-05-12,Chattogram,ST18,Referral
C01541,2018-04-17,Chattogram,ST08,Walk-in
C01542,2018-10-17,,ST16,Walk-in
C01543,2022-06-13,Dhaka,ST03,Online
C01544,2023-09-02,Chattogram,ST11,Social Media
C01545,2019-09-24,Chattogram,ST03,Referral
C01546,2019-03-31,Chattogram,ST05,Referral
C01547,2024-11-17,Khulna,ST09,Online
C01548,2024-01-01,Dhaka,ST18,Online
C01549,2023-03-09,Dhaka,ST07,Referral
C01550,2021-11-27,Dhaka,ST16,Referral
C01551,2021-05-12,Dhaka,ST02,Referral
C01552,2018-03-01,Sylhet,ST06,Referral
C01553,2019-07-04,Khulna,ST13,Referral
C01554,2025-03-04,Khulna,ST10,Walk-in
C01555,2020-09-16,Sylhet,ST11,Walk-in
C01556,2023-08-20,Chattogram,ST14,Social Media
C01557,2023-08-18,Dhaka,ST02,Online
C01558,2020-06-22,,ST14,Walk-in
C01559,2019-08-20,Dhaka,ST18,Online
C01560,2023-07-13,Khulna,ST16,Online
C01561,2018-10-01,,ST06,Referral
C01562,2021-12-15,,ST08,Referral
C01563,2025-02-06,Dhaka,ST20,Walk-in
C01564,2023-09-09,Dhaka,ST16,Walk-in
C01565,2024-02-10,,ST19,Walk-in
C01566,2018-09-01,Dhaka,ST19,Referral
C01567,2019-08-07,Dhaka,ST09,Walk-in
C01568,2020-03-14,Dhaka,ST03,Online
C01569,2020-05-03,Khulna,ST05,Online
C01570,2019-07-21,Chattogram,ST06,Online
C01571,2025-10-09,Sylhet,ST17,Online
C01572,2019-04-27,Chattogram,ST06,Online
C01573,2023-08-30,Dhaka,ST08,Online
C01574,2022-09-10,Khulna,ST18,Walk-in
C01575,2022-11-18,Dhaka,ST04,Walk-in
C01576,2019-09-19,Dhaka,ST14,Online
C01577,2020-06-17,Sylhet,ST12,Walk-in
C01578,2022-11-06,Dhaka,ST20,Referral
C01579,2020-05-23,Dhaka,ST10,Walk-in
C01580,2023-07-20,Khulna,ST11,Referral
C01581,2018-04-26,Chattogram,ST18,Walk-in
C01582,2018-08-01,Dhaka,ST20,Referral
C01583,2023-10-29,Dhaka,ST15,Walk-in
C01584,2022-12-06,Rajshahi,ST14,Online
C01585,2018-05-07,Dhaka,ST18,Walk-in
C01586,2025-03-10,Dhaka,ST20,Online
C01587,2018-01-15,Sylhet,ST15,Walk-in
C01588,2025-08-22,Sylhet,ST06,Referral
C01589,2023-11-01,Barishal,ST13,Online
C01590,2025-11-25,,ST05,Social Media
C01591,2025-08-02,Dhaka,ST11,Online
C01592,2020-07-03,Chattogram,ST09,Online
C01593,2024-01-18,Sylhet,ST20,Referral
C01594,2019-09-08,Dhaka,ST12,Walk-in
C01595,2021-10-09,Sylhet,ST20,Online
C01596,2019-12-03,Dhaka,ST17,Walk-in
C01597,2021-11-20,Khulna,ST17,Online
C01598,2024-12-22,Khulna,ST04,Walk-in
C01599,2021-06-27,Chattogram,ST16,Walk-in
C01600,2018-09-27,Barishal,ST06,Online
C01601,2020-08-05,Barishal,ST12,Walk-in
C01602,2024-04-15,Dhaka,ST10,Walk-in
C01603,2022-03-04,Chattogram,ST06,Walk-in
C01604,2022-06-24,Sylhet,ST20,Referral
C01605,2021-06-12,Dhaka,ST18,Walk-in
C01606,2020-05-04,Chattogram,ST12,Walk-in
C01607,2022-10-13,Dhaka,ST01,Social Media
C01608,2023-01-23,Barishal,ST04,Social Media
C01609,2025-03-07,Chattogram,ST05,Walk-in
C01610,2022-12-09,Rajshahi,ST20,Online
C01611,2025-12-15,Chattogram,ST09,Walk-in
C01612,2024-08-10,Dhaka,ST01,Social Media
C01613,2018-08-18,Khulna,ST12,Walk-in
C01614,2021-02-19,Dhaka,ST20,Walk-in
C01615,2021-01-28,Dhaka,ST12,Walk-in
C01616,2018-01-09,Chattogram,ST09,Online
C01617,2019-06-12,Rajshahi,ST04,Walk-in
C01618,2024-02-04,Dhaka,ST18,Referral
C01619,2020-10-25,Dhaka,ST03,Walk-in
C01620,2019-03-08,Dhaka,ST19,Online
C01621,2020-04-19,,ST05,Referral
C01622,2020-03-13,Dhaka,ST03,Walk-in
C01623,2019-05-25,Chattogram,ST07,Walk-in
C01624,2018-10-23,Dhaka,ST01,Walk-in
C01625,2024-02-10,Dhaka,ST01,Referral
C01626,2024-08-04,Sylhet,ST04,Walk-in
C01627,2021-12-20,Rajshahi,ST14,Referral
C01628,2022-12-03,Dhaka,ST17,Online
C01629,2025-05-08,Dhaka,ST05,Online
C01630,2024-09-26,Dhaka,ST13,Online
C01631,2018-04-06,Barishal,ST08,Walk-in
C01632,2025-08-14,,ST09,Walk-in
C01633,2018-07-15,Dhaka,ST07,Referral
C01634,2018-03-19,Chattogram,ST18,Walk-in
C01635,2021-03-23,Dhaka,ST11,Online
C01636,2023-12-18,Dhaka,ST11,Social Media
C01637,2018-08-23,Dhaka,ST18,Walk-in
C01638,2020-05-05,Sylhet,ST14,Walk-in
C01639,2020-02-07,Sylhet,ST03,Walk-in
C01640,2021-03-06,Sylhet,ST04,Walk-in
C01641,2025-11-19,Rajshahi,ST07,Social Media
C01642,2020-08-25,Dhaka,ST02,Social Media
C01643,2019-09-03,Khulna,ST14,Walk-in
C01644,2018-12-24,Rajshahi,ST10,Social Media
C01645,2019-08-02,Khulna,ST01,Walk-in
C01646,2019-01-24,Rajshahi,ST09,Social Media
C01647,2022-08-03,,ST17,Referral
C01648,2021-05-12,Dhaka,ST19,Walk-in
C01649,2021-12-25,Chattogram,ST20,Online
C01650,2024-08-26,Dhaka,ST19,Referral
C01651,2022-08-22,Chattogram,ST13,Walk-in
C01652,2019-03-30,Dhaka,ST19,Walk-in
C01653,2021-01-05,Dhaka,ST20,Online
C01654,2020-07-01,Barishal,ST13,Walk-in
C01655,2024-08-11,,ST09,Walk-in
C01656,2020-06-15,Sylhet,ST20,Walk-in
C01657,2019-02-09,Dhaka,ST09,Online
C01658,2023-11-20,Sylhet,ST04,Walk-in
C01659,2021-06-04,Khulna,ST03,Online
C01660,2018-10-07,Sylhet,ST12,Walk-in
C01661,2023-07-08,Sylhet,ST01,Walk-in
C01662,2019-09-07,Chattogram,ST03,Online
C01663,2024-12-10,Dhaka,ST05,Walk-in
C01664,2024-08-27,Rajshahi,ST11,Online
C01665,2020-12-15,Barishal,ST10,Walk-in
C01666,2022-06-11,,ST11,Online
C01667,2022-07-16,Chattogram,ST11,Walk-in
C01668,2023-03-24,Chattogram,ST20,Referral
C01669,2018-07-21,Chattogram,ST05,Walk-in
C01670,2020-08-06,Barishal,ST10,Referral
C01671,2019-05-13,Rajshahi,ST13,Walk-in
C01672,2023-07-30,Chattogram,ST06,Walk-in
C01673,2018-07-21,,ST04,Online
C01674,2022-02-18,Chattogram,ST01,Walk-in
C01675,2023-10-27,Dhaka,ST07,Walk-in
C01676,2025-08-01,Chattogram,ST06,Referral
C01677,2020-04-21,Khulna,ST04,Referral
C01678,2018-01-24,Sylhet,ST06,Online
C01679,2023-10-15,Dhaka,ST14,Social Media
C01680,2018-01-05,Rajshahi,ST17,Walk-in
C01681,2018-07-13,Rajshahi,ST11,Walk-in
C01682,2025-12-02,Dhaka,ST02,Referral
C01683,2024-11-23,Sylhet,ST15,Walk-in
C01684,2023-08-29,Sylhet,ST04,Walk-in
C01685,2024-09-05,Khulna,ST02,Walk-in
C01686,2018-08-09,Dhaka,ST12,Walk-in
C01687,2018-09-17,Dhaka,ST09,Walk-in
C01688,2020-05-28,Chattogram,ST07,Walk-in
C01689,2018-03-11,Dhaka,ST20,Online
C01690,2025-02-06,Chattogram,ST02,Referral
C01691,2018-06-14,Rajshahi,ST02,Social Media
C01692,2022-05-08,Dhaka,ST12,Walk-in
C01693,2024-10-28,Chattogram,ST09,Walk-in
C01694,2023-11-17,,ST17,Online
C01695,2019-11-17,Chattogram,ST01,Walk-in
C01696,2021-10-05,Chattogram,ST09,Walk-in
C01697,2022-05-20,Sylhet,ST03,Online
C01698,2024-02-21,Dhaka,ST01,Referral
C01699,2021-05-29,Dhaka,ST10,Walk-in
C01700,2020-04-12,Rajshahi,ST15,Online
C01701,2024-05-11,Chattogram,ST04,Online
C01702,2025-02-01,Dhaka,ST17,Referral
C01703,2021-11-28,Dhaka,ST11,Walk-in
C01704,2018-03-23,Khulna,ST10,Referral
C01705,2022-01-01,Dhaka,ST19,Referral
C01706,2025-02-09,Rajshahi,ST07,Walk-in
C01707,2025-11-28,Chattogram,ST05,Online
C01708,2021-03-17,Sylhet,ST16,Online
C01709,2019-03-15,Dhaka,ST03,Walk-in
C01710,2022-07-29,Dhaka,ST18,Walk-in
C01711,2024-08-22,Chattogram,ST17,Walk-in
C01712,2025-07-22,Rajshahi,ST20,Referral
C01713,2018-06-01,Dhaka,ST10,Walk-in
C01714,2020-04-28,Chattogram,ST13,Online
C01715,2021-10-26,Chattogram,ST18,Walk-in
C01716,2018-10-14,Dhaka,ST03,Online
C01717,2025-02-01,Sylhet,ST07,Online
C01718,2018-11-24,Dhaka,ST10,Online
C01719,2023-04-27,Chattogram,ST13,Online
C01720,2025-05-06,Dhaka,ST14,Walk-in
C01721,2023-06-24,Chattogram,ST19,Walk-in
C01722,2024-02-07,Dhaka,ST10,Online
C01723,2020-02-08,Chattogram,ST04,Walk-in
C01724,2024-08-13,Chattogram,ST04,Referral
C01725,2021-05-07,,ST17,Online
C01726,2018-06-29,Chattogram,ST10,Referral
C01727,2020-12-06,Khulna,ST13,Walk-in
C01728,2020-10-18,Dhaka,ST12,Online
C01729,2022-03-03,Chattogram,ST17,Walk-in
C01730,2020-02-13,Dhaka,ST05,Social Media
C01731,2021-09-11,Chattogram,ST04,Online
C01732,2021-06-03,Sylhet,ST15,Online
C01733,2020-08-12,,ST09,Online
C01734,2023-07-26,Sylhet,ST17,Walk-in
C01735,2020-06-11,Sylhet,ST03,Online
C01736,2024-02-15,Dhaka,ST06,Referral
C01737,2020-01-03,Dhaka,ST20,Walk-in
C01738,2024-11-30,,ST17,Social Media
C01739,2020-12-01,Dhaka,ST02,Referral
C01740,2018-04-29,Dhaka,ST17,Social Media
C01741,2019-03-14,Barishal,ST02,Referral
C01742,2024-06-12,Barishal,ST03,Walk-in
C01743,2024-12-21,Sylhet,ST18,Online
C01744,2019-09-11,Chattogram,ST03,Walk-in
C01745,2022-10-25,Khulna,ST07,Referral
C01746,2022-08-05,Dhaka,ST03,Walk-in
C01747,2019-01-26,Chattogram,ST12,Referral
C01748,2021-08-12,Chattogram,ST02,Walk-in
C01749,2023-07-20,Khulna,ST06,Walk-in
C01750,2025-09-25,Khulna,ST07,Walk-in
C01751,2024-10-11,Sylhet,ST13,Online
C01752,2018-10-13,Dhaka,ST10,Walk-in
C01753,2019-11-25,Chattogram,ST04,Walk-in
C01754,2021-06-29,Dhaka,ST10,Walk-in
C01755,2019-03-16,Khulna,ST10,Walk-in
C01756,2022-07-25,Dhaka,ST08,Social Media
C01757,2018-01-26,Dhaka,ST11,Walk-in
C01758,2018-11-28,Rajshahi,ST07,Walk-in
C01759,2018-05-18,,ST07,Walk-in
C01760,2020-05-12,Khulna,ST16,Walk-in
C01761,2024-02-04,Dhaka,ST06,Walk-in
C01762,2019-06-02,Khulna,ST07,Walk-in
C01763,2025-11-22,Dhaka,ST03,Walk-in
C01764,2020-02-27,Dhaka,ST14,Walk-in
C01765,2018-05-12,Chattogram,ST15,Walk-in
C01766,2020-09-06,Dhaka,ST14,Referral
C01767,2023-12-25,,ST04,Walk-in
C01768,2018-11-08,Dhaka,ST10,Online
C01769,2018-07-29,Dhaka,ST06,Online
C01770,2024-10-16,Rajshahi,ST16,Referral
C01771,2022-09-26,Dhaka,ST07,Walk-in
C01772,2020-09-29,Sylhet,ST09,Referral
C01773,2024-01-17,Rajshahi,ST10,Referral
C01774,2024-10-01,Dhaka,ST16,Social Media
C01775,2020-11-14,Rajshahi,ST15,Referral
C01776,2022-06-27,Dhaka,ST17,Walk-in
C01777,2018-02-01,Chattogram,ST09,Social Media
C01778,2020-06-12,Dhaka,ST17,Referral
C01779,2022-10-04,Khulna,ST18,Walk-in
C01780,2019-07-30,Sylhet,ST11,Walk-in
C01781,2025-12-04,Chattogram,ST14,Social Media
C01782,2025-10-06,Barishal,ST19,Walk-in
C01783,2020-01-23,Dhaka,ST17,Referral
C01784,2021-03-03,,ST06,Walk-in
C01785,2019-07-08,Rajshahi,ST15,Online
C01786,2022-01-11,,ST09,Walk-in
C01787,2018-12-28,Khulna,ST03,Online
C01788,2021-02-15,Barishal,ST08,Online
C01789,2022-06-10,Dhaka,ST20,Social Media
C01790,2022-11-22,,ST20,Walk-in
C01791,2022-10-08,Khulna,ST16,Walk-in
C01792,2019-10-09,Sylhet,ST20,Walk-in
C01793,2024-05-02,Dhaka,ST12,Walk-in
C01794,2023-07-13,Barishal,ST16,Social Media
C01795,2024-01-08,,ST04,Walk-in
C01796,2021-09-28,Chattogram,ST06,Walk-in
C01797,2025-02-19,Chattogram,ST04,Referral
C01798,2021-02-12,Dhaka,ST19,Walk-in
C01799,2024-06-10,Rajshahi,ST13,Walk-in
C01800,2019-08-18,Dhaka,ST19,Online
C01801,2019-12-24,Rajshahi,ST09,Walk-in
C01802,2022-03-19,Khulna,ST09,Referral
C01803,2022-06-12,Dhaka,ST14,Online
C01804,2023-12-19,Rajshahi,ST12,Walk-in
C01805,2020-05-18,,ST08,Online
C01806,2024-12-23,Khulna,ST07,Referral
C01807,2020-08-20,Barishal,ST11,Walk-in
C01808,2022-04-09,Dhaka,ST02,Online
C01809,2025-06-14,Rajshahi,ST04,Walk-in
C01810,2022-04-25,Chattogram,ST01,Online
C01811,2023-06-15,Chattogram,ST04,Online
C01812,2025-04-07,Rajshahi,ST04,Walk-in
C01813,2025-10-16,Chattogram,ST02,Walk-in
C01814,2021-12-29,Sylhet,ST02,Walk-in
C01815,2021-05-02,Dhaka,ST17,Online
C01816,2019-07-30,Chattogram,ST04,Online
C01817,2022-04-19,Khulna,ST12,Walk-in
C01818,2025-05-05,,ST02,Walk-in
C01819,2021-11-23,Sylhet,ST19,Social Media
C01820,2020-10-14,Dhaka,ST05,Walk-in
C01821,2018-11-10,Khulna,ST15,Walk-in
C01822,2021-02-12,Sylhet,ST13,Walk-in
C01823,2019-11-23,Chattogram,ST16,Online
C01824,2025-10-23,Dhaka,ST13,Walk-in
C01825,2022-03-21,Chattogram,ST11,Referral
C01826,2019-02-05,Barishal,ST16,Online
C01827,2018-07-16,Chattogram,ST17,Walk-in
C01828,2024-10-20,Chattogram,ST08,Online
C01829,2025-06-12,Rajshahi,ST19,Walk-in
C01830,2024-02-06,Chattogram,ST20,Walk-in
C01831,2018-12-28,Chattogram,ST15,Online
C01832,2018-10-14,Dhaka,ST19,Walk-in
C01833,2019-08-02,Dhaka,ST03,Referral
C01834,2024-01-03,Rajshahi,ST11,Online
C01835,2024-02-13,Khulna,ST14,Walk-in
C01836,2024-09-12,Khulna,ST19,Social Media
C01837,2018-10-11,Khulna,ST03,Online
C01838,2019-03-24,,ST17,Walk-in
C01839,2025-03-13,Dhaka,ST02,Online
C01840,2025-06-04,Sylhet,ST08,Social Media
C01841,2023-10-21,,ST14,Walk-in
C01842,2018-11-06,Rajshahi,ST06,Walk-in
C01843,2018-07-20,Chattogram,ST17,Walk-in
C01844,2018-06-12,Rajshahi,ST19,Walk-in
C01845,2023-07-14,Rajshahi,ST04,Walk-in
C01846,2024-10-06,,ST06,Online
C01847,2023-01-19,Rajshahi,ST02,Referral
C01848,2020-02-05,Chattogram,ST15,Online
C01849,2024-01-21,Dhaka,ST18,Walk-in
C01850,2018-06-22,Chattogram,ST13,Walk-in
C01851,2024-08-15,Dhaka,ST03,Walk-in
C01852,2025-02-17,,ST04,Walk-in
C01853,2023-09-29,Chattogram,ST01,Online
C01854,2025-01-11,Chattogram,ST10,Walk-in
C01855,2022-09-08,Dhaka,ST15,Referral
C01856,2021-09-29,Sylhet,ST04,Walk-in
C01857,2020-07-30,,ST17,Online
C01858,2025-05-15,Dhaka,ST06,Referral
C01859,2023-07-30,,ST11,Online
C01860,2019-07-11,Chattogram,ST14,Referral
C01861,2025-08-26,Chattogram,ST11,Referral
C01862,2018-06-22,Dhaka,ST10,Online
C01863,2022-09-12,,ST07,Walk-in
C01864,2019-07-11,Rajshahi,ST09,Walk-in
C01865,2023-04-24,Khulna,ST05,Referral
C01866,2021-04-19,Dhaka,ST06,Walk-in
C01867,2021-06-30,Barishal,ST16,Social Media
C01868,2023-05-15,Rajshahi,ST18,Walk-in
C01869,2024-01-17,Dhaka,ST17,Online
C01870,2021-01-14,Dhaka,ST07,Walk-in
C01871,2025-12-23,Dhaka,ST07,Social Media
C01872,2021-12-26,Khulna,ST02,Walk-in
C01873,2019-04-14,Dhaka,ST06,Walk-in
C01874,2018-01-19,Chattogram,ST12,Referral
C01875,2019-08-15,Rajshahi,ST06,Walk-in
C01876,2023-07-11,Khulna,ST15,Walk-in
C01877,2022-04-25,Sylhet,ST02,Referral
C01878,2020-09-13,Rajshahi,ST09,Referral
C01879,2021-11-06,Dhaka,ST06,Walk-in
C01880,2024-09-13,Khulna,ST10,Online
C01881,2022-07-27,Dhaka,ST01,Walk-in
C01882,2018-06-19,Dhaka,ST09,Walk-in
C01883,2018-05-24,Barishal,ST16,Online
C01884,2021-11-08,Dhaka,ST18,Walk-in
C01885,2021-03-26,Dhaka,ST06,Walk-in
C01886,2024-10-19,Sylhet,ST09,Walk-in
C01887,2022-08-30,Dhaka,ST14,Referral
C01888,2024-01-20,Dhaka,ST10,Online
C01889,2022-09-05,,ST11,Walk-in
C01890,2020-10-05,Rajshahi,ST07,Social Media
C01891,2023-04-04,Rajshahi,ST17,Referral
C01892,2022-12-20,Dhaka,ST13,Walk-in
C01893,2023-10-05,,ST20,Social Media
C01894,2019-07-07,Khulna,ST16,Walk-in
C01895,2023-02-17,Dhaka,ST08,Walk-in
C01896,2020-04-13,Dhaka,ST07,Walk-in
C01897,2024-04-26,Dhaka,ST02,Walk-in
C01898,2024-05-20,Chattogram,ST13,Online
C01899,2022-12-30,Dhaka,ST15,Online
C01900,2025-07-27,Rajshahi,ST08,Referral
C01901,2022-04-19,Barishal,ST01,Walk-in
C01902,2018-03-15,Dhaka,ST17,Walk-in
C01903,2022-11-06,Sylhet,ST05,Walk-in
C01904,2024-03-20,Dhaka,ST12,Walk-in
C01905,2018-10-23,Dhaka,ST02,Social Media
C01906,2018-11-02,Rajshahi,ST02,Online
C01907,2020-03-08,Chattogram,ST18,Referral
C01908,2024-10-01,Barishal,ST14,Online
C01909,2022-03-21,Chattogram,ST01,Walk-in
C01910,2025-10-22,Dhaka,ST03,Walk-in
C01911,2024-12-24,Chattogram,ST10,Walk-in
C01912,2022-06-09,Dhaka,ST14,Referral
C01913,2023-06-06,Khulna,ST09,Walk-in
C01914,2020-08-24,Rajshahi,ST18,Walk-in
C01915,2018-09-21,Dhaka,ST14,Online
C01916,2021-03-10,Chattogram,ST13,Walk-in
C01917,2022-09-26,Sylhet,ST06,Online
C01918,2019-06-17,Rajshahi,ST14,Walk-in
C01919,2019-10-10,,ST18,Online
C01920,2018-02-13,,ST01,Walk-in
C01921,2023-11-14,Dhaka,ST15,Referral
C01922,2025-03-11,,ST18,Online
C01923,2024-08-13,,ST09,Walk-in
C01924,2021-01-14,Dhaka,ST16,Referral
C01925,2022-09-29,Chattogram,ST08,Referral
C01926,2025-09-06,Chattogram,ST04,Online
C01927,2022-09-23,Dhaka,ST17,Social Media
C01928,2020-05-13,Khulna,ST07,Referral
C01929,2020-09-15,Sylhet,ST16,Walk-in
C01930,2023-10-25,Chattogram,ST07,Walk-in
C01931,2021-07-27,Chattogram,ST08,Walk-in
C01932,2024-09-10,Dhaka,ST14,Online
C01933,2024-11-28,Khulna,ST07,Social Media
C01934,2018-04-15,Sylhet,ST17,Online
C01935,2023-10-14,Chattogram,ST01,Walk-in
C01936,2020-12-16,Khulna,ST01,Social Media
C01937,2022-02-26,Khulna,ST02,Online
C01938,2020-02-13,Khulna,ST06,Walk-in
C01939,2020-12-11,Dhaka,ST02,Social Media
C01940,2020-08-22,,ST08,Walk-in
C01941,2018-05-28,Rajshahi,ST01,Online
C01942,2024-04-04,Chattogram,ST16,Walk-in
C01943,2019-02-22,Rajshahi,ST04,Social Media
C01944,2021-01-02,Rajshahi,ST20,Walk-in
C01945,2019-07-18,Dhaka,ST18,Walk-in
C01946,2019-04-14,Dhaka,ST14,Online
C01947,2020-12-26,Chattogram,ST16,Referral
C01948,2025-05-06,Dhaka,ST16,Walk-in
C01949,2025-07-19,Sylhet,ST17,Walk-in
C01950,2021-01-19,Rajshahi,ST12,Social Media
C01951,2022-01-15,,ST13,Referral
C01952,2025-11-18,Rajshahi,ST10,Walk-in
C01953,2019-11-17,Chattogram,ST13,Walk-in
C01954,2025-07-21,Rajshahi,ST08,Walk-in
C01955,2018-11-05,Dhaka,ST03,Online
C01956,2019-10-22,Rajshahi,ST19,Online
C01957,2020-09-14,Rajshahi,ST14,Referral
C01958,2018-04-19,Dhaka,ST15,Walk-in
C01959,2024-07-09,Sylhet,ST06,Referral
C01960,2024-11-02,Khulna,ST16,Walk-in
C01961,2021-01-24,Dhaka,ST11,Referral
C01962,2024-09-08,Rajshahi,ST02,Walk-in
C01963,2024-03-05,Barishal,ST20,Walk-in
C01964,2024-05-29,Khulna,ST20,Walk-in
C01965,2024-06-01,Chattogram,ST18,Walk-in
C01966,2022-08-02,Sylhet,ST10,Walk-in
C01967,2018-11-20,Barishal,ST05,Online
C01968,2025-05-20,Sylhet,ST01,Referral
C01969,2022-11-13,,ST15,Online
C01970,2025-03-16,Dhaka,ST18,Online
C01971,2025-09-01,Rajshahi,ST03,Walk-in
C01972,2019-07-01,Chattogram,ST14,Referral
C01973,2021-03-20,Dhaka,ST01,Walk-in
C01974,2019-07-17,Dhaka,ST16,Walk-in
C01975,2018-05-29,Rajshahi,ST01,Walk-in
C01976,2025-09-22,Chattogram,ST20,Walk-in
C01977,2025-05-20,Khulna,ST04,Online
C01978,2025-06-13,Rajshahi,ST09,Walk-in
C01979,2025-01-24,Barishal,ST14,Walk-in
C01980,2023-03-10,Khulna,ST17,Referral
C01981,2022-03-05,Dhaka,ST08,Walk-in
C01982,2025-12-05,Sylhet,ST20,Online
C01983,2022-06-01,Dhaka,ST01,Walk-in
C01984,2023-02-19,Barishal,ST10,Referral
C01985,2019-09-11,Dhaka,ST20,Online
C01986,2023-12-21,Sylhet,ST06,Walk-in
C01987,2024-07-20,Khulna,ST11,Referral
C01988,2023-06-05,Dhaka,ST09,Walk-in
C01989,2021-12-26,Khulna,ST08,Walk-in
C01990,2019-08-01,Dhaka,ST16,Online
C01991,2018-04-09,Chattogram,ST11,Online
C01992,2023-01-06,Chattogram,ST15,Walk-in
C01993,2023-06-18,Chattogram,ST11,Walk-in
C01994,2024-03-06,Sylhet,ST20,Walk-in
C01995,2025-08-07,Khulna,ST10,Online
C01996,2021-12-23,Dhaka,ST16,Social Media
C01997,2024-08-18,Sylhet,ST13,Walk-in
C01998,2023-09-23,Khulna,ST17,Social Media
C01999,2020-03-20,Rajshahi,ST18,Walk-in
C02000,2024-10-03,Dhaka,ST05,Referral
C02001,2018-06-05,Barishal,ST07,Social Media
C02002,2022-10-15,Dhaka,ST07,Online
C02003,2025-07-08,Sylhet,ST10,Walk-in
C02004,2023-04-09,Sylhet,ST10,Walk-in
C02005,2025-06-29,Rajshahi,ST01,Walk-in
C02006,2018-06-13,,ST18,Online
C02007,2022-04-04,Dhaka,ST18,Social Media
C02008,2024-03-29,Rajshahi,ST13,Walk-in
C02009,2023-02-19,Dhaka,ST07,Walk-in
C02010,2025-01-15,Chattogram,ST17,Walk-in
C02011,2021-09-12,Rajshahi,ST06,Online
C02012,2023-06-17,Sylhet,ST07,Online
C02013,2021-05-10,Dhaka,ST20,Walk-in
C02014,2024-12-21,Dhaka,ST19,Referral
C02015,2018-12-15,Barishal,ST12,Walk-in
C02016,2020-01-13,Chattogram,ST04,Online
C02017,2018-10-10,Dhaka,ST03,Walk-in
C02018,2023-08-13,Dhaka,ST20,Walk-in
C02019,2019-11-11,Dhaka,ST06,Online
C02020,2020-07-15,Barishal,ST14,Online
C02021,2024-09-08,Dhaka,ST08,Walk-in
C02022,2020-11-17,Dhaka,ST10,Referral
C02023,2019-03-02,Chattogram,ST20,Online
C02024,2018-03-03,Dhaka,ST12,Walk-in
C02025,2019-10-24,Dhaka,ST09,Social Media
C02026,2025-04-24,Barishal,ST09,Social Media
C02027,2022-05-21,Rajshahi,ST05,Walk-in
C02028,2025-12-14,Dhaka,ST12,Social Media
C02029,2019-09-21,Chattogram,ST12,Referral
C02030,2020-10-23,Dhaka,ST02,Walk-in
C02031,2019-04-22,,ST09,Online
C02032,2021-03-09,Sylhet,ST13,Walk-in
C02033,2022-07-03,Chattogram,ST02,Online
C02034,2024-06-17,Rajshahi,ST20,Social Media
C02035,2020-12-10,Khulna,ST18,Walk-in
C02036,2024-03-02,Dhaka,ST13,Online
C02037,2023-01-03,Barishal,ST01,Walk-in
C02038,2020-05-02,Chattogram,ST11,Online
C02039,2025-04-17,Dhaka,ST18,Referral
C02040,2021-06-21,Khulna,ST01,Walk-in
C02041,2019-03-17,Dhaka,ST16,Online
C02042,2025-09-12,Sylhet,ST17,Walk-in
C02043,2025-04-21,Rajshahi,ST02,Online
C02044,2018-05-25,,ST05,Online
C02045,2025-03-20,Khulna,ST15,Online
C02046,2025-07-29,Dhaka,ST19,Walk-in
C02047,2024-08-17,Khulna,ST16,Online
C02048,2020-01-15,Dhaka,ST11,Online
C02049,2023-01-18,Dhaka,ST13,Online
C02050,2022-04-21,Chattogram,ST11,Online
C02051,2022-12-16,Khulna,ST12,Referral
C02052,2022-12-06,Dhaka,ST16,Walk-in
C02053,2023-02-10,Khulna,ST01,Walk-in
C02054,2022-02-09,Dhaka,ST05,Social Media
C02055,2023-07-10,Chattogram,ST02,Walk-in
C02056,2022-03-18,Chattogram,ST16,Social Media
C02057,2018-02-18,Dhaka,ST15,Online
C02058,2018-04-14,Barishal,ST02,Social Media
C02059,2025-08-29,Chattogram,ST03,Online
C02060,2025-04-09,Rajshahi,ST06,Referral
C02061,2022-09-06,Sylhet,ST05,Online
C02062,2019-05-25,Chattogram,ST11,Online
C02063,2024-03-31,Sylhet,ST10,Walk-in
C02064,2019-02-23,Khulna,ST08,Walk-in
C02065,2021-01-06,Rajshahi,ST04,Walk-in
